subject,method,classifier_type,tar,far_human,far_attack,threshold,n_synthetic,mode,run_id,feature_set,split_mode,enroll_sessions,verify_sessions,verify_session,n_enroll_sessions
s002,vae,svm,0.92,0.082,1.0,0.12837596992094016,20,pilot,ablation_pilot_42_20260724T055138Z,hold_flight,fixed,"1,2,3,4",5,5,4
s002,vae,svm,0.84,0.166,1.0,0.1348111269010048,20,pilot,ablation_pilot_42_20260724T055138Z,hold,fixed,"1,2,3,4",5,5,4
