,tar,tar,far,far,eer,eer
,mean,std,mean,std,mean,std
classifier_type,,,,,,
svm,0.9525490196078431,0.04417434265520663,0.04584313725490196,0.043912573392603446,0.006564705882352909,0.005379770386528095
